,Heading,Sub_Heading,Closing,Notice_status,Contract_location,Contract_value,Publication_date,Procurement_stage,Approach_to_market_date
1994,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
1995,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
1996,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
1997,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
1998,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
1999,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
2000,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
2001,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
2002,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
2003,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
2004,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
2005,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
2006,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
2007,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
2008,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
2009,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
2010,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
2011,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
2012,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
2013,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
2014,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
2015,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
2016,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
2017,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
2018,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
2019,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
2020,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
2021,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
2022,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
2023,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
2024,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
2025,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
2026,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
2027,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
2028,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
2029,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
2030,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
2031,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
2032,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
2033,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
2034,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
2035,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
2036,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
2037,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
2038,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
2039,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
2040,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
2041,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
2042,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
2043,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
2044,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
2045,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
2046,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
2047,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
2048,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
2049,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
2050,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
2051,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
2052,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
2053,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
2054,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
2055,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
2056,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
2057,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
2058,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
2059,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
2060,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
2061,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
2062,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
2063,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
2064,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
2065,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
2066,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
2067,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
2068,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
2069,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
2070,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
2071,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
2072,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
2073,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
2074,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
2075,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
2076,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
2077,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
2078,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
2079,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
2080,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
2081,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
2082,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
2083,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
2084,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
2085,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
2086,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
2087,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
2088,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
2089,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
2090,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
2091,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
2092,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
2093,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
2094,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
2095,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
2096,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
2097,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
2098,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
2099,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
2100,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
2101,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
2102,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
2103,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
2104,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
2105,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
2106,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
2107,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
2108,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
2109,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
2110,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
2111,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
2112,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
2113,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
2114,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
2115,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
2116,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
2117,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
2118,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
2119,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
2120,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
2121,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
2122,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
2123,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
2124,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
2125,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
2126,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
2127,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
2128,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
2129,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
2130,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
2131,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
2132,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
2133,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
2134,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
2135,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
2136,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
2137,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
2138,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
2139,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
2140,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
2141,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
2142,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
2143,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
2144,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
2145,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
